/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/00371a60-3206-40aa-862c-43826769e962.mp4 0
/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/00c5452b-e1fb-4066-8402-8941daccafbe.mp4 0
/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/00d7995a-9c02-4ae6-a40d-fcdaab12b08d.mp4 0
/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/00ebab27-5c60-48c2-b16f-a345694d903a.mp4 0
/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0201d517-eb3a-4647-b501-17fe16591721.mp4 0
/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/024e5eee-3a7b-484d-ab29-d2944d781795.mp4 0
/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0260c0e4-ad65-4e6e-81d0-63015d018461.mp4 0
/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0292df36-cf87-4144-a649-0d901c0c3f4e.mp4 0
/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/03924486-792a-4962-875a-ea8cae394940.mp4 0
/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/039ea194-2780-46f3-82bb-c48551d74dc1.mp4 0
