split,video_id,video_path,label,exists
train,00371a60-3206-40aa-862c-43826769e962,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/00371a60-3206-40aa-862c-43826769e962.mp4,0,True
train,00c5452b-e1fb-4066-8402-8941daccafbe,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/00c5452b-e1fb-4066-8402-8941daccafbe.mp4,0,True
train,00d7995a-9c02-4ae6-a40d-fcdaab12b08d,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/00d7995a-9c02-4ae6-a40d-fcdaab12b08d.mp4,0,True
train,00ebab27-5c60-48c2-b16f-a345694d903a,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/00ebab27-5c60-48c2-b16f-a345694d903a.mp4,0,True
train,0201d517-eb3a-4647-b501-17fe16591721,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0201d517-eb3a-4647-b501-17fe16591721.mp4,0,True
train,024e5eee-3a7b-484d-ab29-d2944d781795,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/024e5eee-3a7b-484d-ab29-d2944d781795.mp4,0,True
train,0260c0e4-ad65-4e6e-81d0-63015d018461,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0260c0e4-ad65-4e6e-81d0-63015d018461.mp4,0,True
train,0292df36-cf87-4144-a649-0d901c0c3f4e,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0292df36-cf87-4144-a649-0d901c0c3f4e.mp4,0,True
train,03924486-792a-4962-875a-ea8cae394940,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/03924486-792a-4962-875a-ea8cae394940.mp4,0,True
train,039ea194-2780-46f3-82bb-c48551d74dc1,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/039ea194-2780-46f3-82bb-c48551d74dc1.mp4,0,True
train,03c7a488-e9ec-4567-86e4-12f4d9ec362f,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/03c7a488-e9ec-4567-86e4-12f4d9ec362f.mp4,0,True
train,04494f35-2388-4664-a8c0-11c857d1ce0a,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/04494f35-2388-4664-a8c0-11c857d1ce0a.mp4,0,True
train,04d9964c-5e81-4fe7-881c-d3dd60cfb690,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/04d9964c-5e81-4fe7-881c-d3dd60cfb690.mp4,0,True
train,05bea8b2-2297-4214-a81a-ec946622c84e,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/05bea8b2-2297-4214-a81a-ec946622c84e.mp4,0,True
train,05cf4a5b-41c7-458f-9610-60afa53e2594,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/05cf4a5b-41c7-458f-9610-60afa53e2594.mp4,0,True
train,05d85dd3-63bf-4baa-ac7b-eb5e3c3ca88a,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/05d85dd3-63bf-4baa-ac7b-eb5e3c3ca88a.mp4,0,True
train,05d8d11b-0919-43e3-b346-88a5187dc3ac,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/05d8d11b-0919-43e3-b346-88a5187dc3ac.mp4,0,True
train,06b0d7c8-c936-4b1d-b336-4eb2aeaf91ec,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/06b0d7c8-c936-4b1d-b336-4eb2aeaf91ec.mp4,0,True
train,072e17c9-3c0b-4784-86dd-6148d5f2f8a9,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/072e17c9-3c0b-4784-86dd-6148d5f2f8a9.mp4,0,True
train,07a30a48-0e18-4a7d-b832-980d59c7bfc5,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/07a30a48-0e18-4a7d-b832-980d59c7bfc5.mp4,0,True
train,08d2c649-ba2a-4c17-96ea-133647922df7,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/08d2c649-ba2a-4c17-96ea-133647922df7.mp4,0,True
train,08f67711-257b-477e-bab7-813c4d78c0e4,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/08f67711-257b-477e-bab7-813c4d78c0e4.mp4,0,True
train,09084afe-bc07-4bf8-aa9c-581742623585,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/09084afe-bc07-4bf8-aa9c-581742623585.mp4,0,True
train,0974f830-5596-42f2-9687-9710c13538df,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0974f830-5596-42f2-9687-9710c13538df.mp4,0,True
train,09e32d2c-58c2-426c-b4f2-e8f5d4fd24c0,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/09e32d2c-58c2-426c-b4f2-e8f5d4fd24c0.mp4,0,True
train,0a251006-696c-48b2-b660-edeab505ef63,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0a251006-696c-48b2-b660-edeab505ef63.mp4,0,True
train,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0a2bffca-9ac9-496a-8cc5-06c8a9684fbf.mp4,0,True
train,0ac4ee52-089a-403b-8970-fb4e80987a2b,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0ac4ee52-089a-403b-8970-fb4e80987a2b.mp4,0,True
train,0b00ce28-791a-4ac9-8944-7670979e4248,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0b00ce28-791a-4ac9-8944-7670979e4248.mp4,0,True
train,0c3b1b9c-e769-4ae8-924d-b5c4686ecae1,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0c3b1b9c-e769-4ae8-924d-b5c4686ecae1.mp4,0,True
train,0c412c7e-887a-4b63-bbdf-0382db856853,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0c412c7e-887a-4b63-bbdf-0382db856853.mp4,0,True
train,0c6e2b45-dfa1-4c82-a25b-97812978d95c,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0c6e2b45-dfa1-4c82-a25b-97812978d95c.mp4,0,True
train,0c971dea-5e41-4809-8268-d1c2f9ccfa5e,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0c971dea-5e41-4809-8268-d1c2f9ccfa5e.mp4,0,True
train,0cf12438-8ae3-4e90-96c5-473d57821bb4,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0cf12438-8ae3-4e90-96c5-473d57821bb4.mp4,0,True
train,0d86db76-6d4d-43ef-bcca-64dc014a8a4e,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0d86db76-6d4d-43ef-bcca-64dc014a8a4e.mp4,0,True
train,0da260f2-3e28-4327-8e38-5fc173a68120,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0da260f2-3e28-4327-8e38-5fc173a68120.mp4,0,True
train,0dafe0b6-c741-482c-b416-341ad6875059,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0dafe0b6-c741-482c-b416-341ad6875059.mp4,0,True
train,0db20e9a-96fa-47a4-a4a3-f5fa05f9eec7,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0db20e9a-96fa-47a4-a4a3-f5fa05f9eec7.mp4,0,True
train,0ded8227-b140-4484-88eb-c81fe7e089e5,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0ded8227-b140-4484-88eb-c81fe7e089e5.mp4,0,True
train,0e3691e5-d789-42d0-aaf2-af733ed9241b,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0e3691e5-d789-42d0-aaf2-af733ed9241b.mp4,0,True
train,0f062601-a932-4dca-b37e-629f8d738957,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0f062601-a932-4dca-b37e-629f8d738957.mp4,0,True
train,0f8aec4a-f5b0-475c-9f63-4ad7965b2b30,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/0f8aec4a-f5b0-475c-9f63-4ad7965b2b30.mp4,0,True
train,10f4d941-bfd8-4ff3-9509-52e86a1155ba,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/10f4d941-bfd8-4ff3-9509-52e86a1155ba.mp4,0,True
train,11c5921a-581b-4118-9985-a11b5b871a23,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/11c5921a-581b-4118-9985-a11b5b871a23.mp4,0,True
